,timeframe,short,long,pnl,winning,losing,take_prof,stop_loss
678,5min,14,50,989.7759323671501,177,164,0.002173913043478261,0.0023961352657004835
679,5min,14,100,566.3454082125603,117,100,0.002173913043478261,0.0023961352657004835
680,5min,20,30,574.238178743961,192,197,0.002173913043478261,0.0023961352657004835
681,5min,20,50,1239.5724830917875,162,127,0.002173913043478261,0.0023961352657004835
682,5min,20,100,462.4893357487922,106,87,0.002173913043478261,0.0023961352657004835
683,5min,30,50,833.5257294685988,127,102,0.002173913043478261,0.0023961352657004835
684,5min,30,100,654.550342995169,82,53,0.002173913043478261,0.0023961352657004835
685,5min,50,100,727.0003550724639,78,49,0.002173913043478261,0.0023961352657004835
686,5min,9,20,693.2491304347822,287,405,0.002173913043478261,0.0026086956521739132
687,5min,9,30,686.2199999999996,246,316,0.002173913043478261,0.0026086956521739132
688,5min,9,50,416.4248913043476,206,233,0.002173913043478261,0.0026086956521739132
689,5min,9,100,424.2347826086957,142,137,0.002173913043478261,0.0026086956521739132
690,5min,14,20,946.2997826086954,249,285,0.002173913043478261,0.0026086956521739132
691,5min,14,30,1261.1801086956523,225,229,0.002173913043478261,0.0026086956521739132
692,5min,14,50,892.2402173913048,177,164,0.002173913043478261,0.0026086956521739132
693,5min,14,100,486.87684782608704,117,100,0.002173913043478261,0.0026086956521739132
694,5min,20,30,453.5697826086956,192,197,0.002173913043478261,0.0026086956521739132
695,5min,20,50,1139.0949999999998,162,127,0.002173913043478261,0.0026086956521739132
696,5min,20,100,381.6690217391304,106,87,0.002173913043478261,0.0026086956521739132
697,5min,30,50,744.475652173913,127,102,0.002173913043478261,0.0026086956521739132
698,5min,30,100,566.8915217391307,82,53,0.002173913043478261,0.0026086956521739132
699,5min,50,100,673.7172826086958,78,49,0.002173913043478261,0.0026086956521739132
